症状,草药
12,404 445 558 559 564 637 665 685 771 838 874 1011 1067 1117
12,838 1047
12,564 585 607 838
12,559 665 685 838 873 998 1039 1047
12,559 629 665 685 838
12,611 998
12,564 596 838
12,404 445 509 559 564 607 646 665 685 838 998 1175
12,598
12,812
223,514 1091
37,528 897 1039 1091
264,530 532 748 759 767 873 882 925 951 1091
264,637 642 787 869 951 1076 1091
184 323,393 408 528 672 686 752 768 816 818 956 964 1107 1141
67 141 172 178,399 473 528 558 559 642 752 765 810 816 1102
247,422 473 492 528 581 637 661 752 765 810 947 979 1178
41 184,528 633 637 672 748 764 816
293 378,422 558 564 637 668 725 764 833
65,422 424 558 564 637 646 688 725 764 833 1109
280 380,558 582 788 824 833 1136 1199
208 286,492 558 564 633 642 725 816 833 1067
115,409 413 528 582 637 752 1069 1107 1136 1159
115 261 335,546 639 706 752 802 854
184,409 422 442 528 564 637 656 732 765 810 823 833 1132 1136 1148
141,642 748 807 1036 1056 1102 1144 1153
5,582 650 748 813 982 1093 1144 1159
264,572 582 650 748 807 951 1036
56,748 847 1096
211,425 433 449 574 748 1067 1093 1112
99 155,422 528 582 637 752 765 833 982 1002 1109
99,473 633 807 868 914 982 1036 1101 1178
83,393 406 408 473 528 551 565 566 771 917 947 1101 1143 1159 1194
297,548 644 951 968 1101
298,406 591 662 944
305,689 789
297,572 1141
19,916
335,424 528 637 916
335,528 558 637 916 1144
19,425 449 813 916 1067
19,558 1096 1141
34 122 142 341 349,425 473 528 537 572 637 646 650 672 722 813 947 1011 1124 1136 1148 1151
305,498 607 626 656 659 705 732 794 947 1150 1188 1194
317,473 498 626 732 794 813 868 947 1064
341 374,490 656 671 672 732 813 947 951
133,473 528 565 572 637 734 833 951
67,516 574 657 673 720 748 759 812 813 911 947 1000 1056 1144 1153 1163
211,425 528 532 813 947 1093 1107 1136
219,528 732 794 813 897 947 1093 1182
214,478 759
184 323 341,411 445 528 557 564 598 816 1047 1091 1100 1191
65,558 626 642 688 788 897 947 1150 1199
316,558 998
305,642
114 128 252 335,522 528 642 662 759 1039 1143
224 297,528 985
381,424
184 305 323,468 528 532 549 582 633 637 672 731 748 768 772 833 845 956 982 1067 1093 1107 1170
227,468 477 530 532 558 632 692 752 765 767 787 869 925 935 1136 1144 1179 1184
184 305,425 468 528 532 549 657 692 731 748 947 985 1067 1093 1121 1150 1159 1163 1170 1184
305,393 422 445 461 473 528 558 582 637 710 720 725 752 772 823 826 833 956 1019 1102 1136
261,661 715 731 758 759 951 1093 1094 1121 1144
83 155,409 422 425 473 528 549 558 564 565 566 752 823 833 985 992 1096 1102 1107 1136 1143
341,528 610 672 764 766 947 1019
155 172,393 461 528 558 598 672 752 813 833 956 1019 1119 1136
155 184 348 374,393 473 528 558 642 672 752 772 816 823 833 956 964 1019 1125 1136
261,461 528 717 752 833 1019 1182
163,1047 1194
200,405 528 772 956 1093 1141
147,425 473 565 572 607 672 760 813 919 951 994
335,428 740 882 1096
305,422 844
155,442 752 1194
357,572 951
141,408 425 488 528 537 656 833 947 1124 1136 1150
155,390 473 488 528 607 642 720 833 1143 1144 1152 1194
252,488 565 759 823 919 1000 1039 1088 1194
167,488 702 994 1194
194,488 514
155 167 363,488 528 720 759 823 917 1039 1088 1134 1144 1194
64 80,488 558 564 1194
155,390 440 488 528 607 642 720 833 1143 1144 1194
98,990
167,990
33,393 425 528 530 532 764 767 813 925 1136 1182 1184
214,720 731 759
184 305,468 528 532 560 637 672 692 731 748 764 833 855 1007 1019 1067 1093 1136 1159 1168 1184
92 178,532 549 560 572 1093
113 335,425 528 560 572 759 813 929 951 1067 1119
357,461 637 659 813 822 894 897 968 1182
9,732 1182
219,528 732 794 813 897 947 1093 1182
305,417 850
167,399 492 585 662 706 850 860 1007 1017 1039 1175
190,637 650 764 813 941 947 951 1093 1188
305,393 408 422 473 528 672 833 947 1019 1102 1107 1136 1159 1170
341,537 869 1093 1124
224 297,528 985
161 298 341,443 445 869 917 951 1039 1132 1175
335,443 528 672 869 938 951 1039 1088 1132
133,461 642 772 823 956 1132
262,461 473 632 662 671 702 732 823 917 1039 1088 1102 1132 1175
172,528 686 772 823 833 956 982 1132 1148
208 214,528 642 725 1132
155,528 701 813 935 1132 1136 1159
83,406 408 442 461 508 537 551 564 582 632 642 650 657 748 807 850 944 1036 1124 1132 1163
172,461 509 528 558 935 1132 1148 1179
344,473 522 598 1017 1039 1088 1132 1175
114 155,497 591 662 760 951 1039 1132 1175
167,497 662 951 1088 1132
155 167,591 1039 1088 1132 1175
214,425 672 869 1132
83,558 642 813 1036 1132
305,473 591 662 813 816 917 1039 1132 1170
83,473 591 662 759 813 1039 1132 1144 1170
19 83,514 590 591 642 813 1093 1132
200,405 528 772 956 1093 1141
133,473 528 642 725 823 833 869 1132
385,425 473 528 566 572 637 650 672 764 771 794 804 805 813 951 1052 1067 1095 1194
167,607 816 1019 1125 1132
32,473 528 650 764 1007 1102 1132 1143
133,549 560 752 1019 1036 1132
77,473 558 662 689 816 855 885 917 1102 1132 1143 1175
167,591 1039 1088 1132 1175
155 335,403 419 438 440 510 528 554 558 564 637 726 833 1132
19,390 686 813 917 947 1000 1039 1132 1141 1144 1148 1194
19 141 200,411 419 438 528 1107 1132
33,393 425 528 530 532 764 767 813 925 1136 1182 1184
214,720 731 759
214,528 573 725 823 833 1107 1132
141,461 508 833 1007 1107 1132 1194
155,528 732 813 823 833 1132 1136
92 178,532 549 560 572 1093
37,528 650 664 823 833 1132
200,642 650 788 833 1132 1199
305,442 528 701 823 1132 1148 1194
317 341,528 813 823 833 947 1132 1136 1148
178,413 528 642 701 947 1039 1069 1132 1144
341,537 869 1093 1124
161 298 341,443 445 869 917 951 1039 1132 1175
335,528 982 1132 1144
155 305,408 528 558 672 701 771 813 947 1102 1132 1136 1179
155 305,442 461 473 672 813 833 982 1093 1132 1136 1148 1194
155,473 528 701 786 831 833 924 1067 1132 1136
172,528 686 772 823 833 956 982 1132 1148
155,528 701 813 935 1132 1136 1159
155,642 823 1132 1194
308,425 528 813 924 947 1132 1136 1144
335,424 558 564 944 1132
34,425 528 1132 1148
114 155,497 591 662 760 951 1039 1132 1175
167,497 662 951 1088 1132
155 167,591 1039 1088 1132 1175
214,425 672 869 1132
167,528 813 833 947 1132 1148
34 141 214,650 701 1132 1136 1148 1159
83,406 473 813 868 1102 1132 1136
305,480 859 1107 1132 1148
5 341,671 672 833 1132 1136 1141
211 373,442 473 650 813 833 917 1132
141,482 528 537 558 725 947 982 1062 1124 1132 1148
305,442 528 558 823 833 1107 1132 1148 1194
214,528 558 642 823 833 1132 1148
200,528 631 642 725 823 935 1132 1148
214,528 642 813 824 833 1132
141,528 736 823 940 1039 1132 1144 1148
155 184,508 528 642 725 833 1132 1148
155,424 558 725 833 1132
14 283,425 473 528 537 565 637 813 947 951 1102 1124 1132 1143 1194
153,473 582 637 650 656 813 924 947 1107 1132 1159 1170
224,528 582 650 813 935 1132 1148
348,426 528 686 1132 1159
214 305,408 514 528 565 672 823 1132 1194
297,406 408 528 982 1102 1132 1148 1150 1159
233,528 537 823 947 982 1088 1124 1132 1148
200,528 537 813 833 1124 1132 1148
214 224,461 528 642 823 833 935 1107 1132 1144 1148
214 224,461 528 632 642 823 1062 1132 1148 1159
335,424 582 650 833 1132 1144
305,473 748 947 1000 1132 1144 1148 1159 1194
141,408 419 528 823 1093 1132 1148 1159
214,573 725 823 833 1132
23 27,528 725 823 824 833 917 1132 1136
172,508 642 833 1132 1148
27 155 172,508 528 573 632 823 1132 1148
5 341,671 672 833 1132 1136 1141
335,510 558 637 646 1132
141 335,424 558 637 1132 1144
335,424 558 564 637 833 1132
141,442 528 582 650 823 833 982 1132 1148
275,442 528 582 642 650 823 833 982 1132 1148
133,473 528 748 823 833 868 917 1102 1132 1159 1178
155,528 725 1132 1136 1194
141 361,528 582 650 833 935 1132 1148
141 361,528 594 833 961 1132 1148
335,823 1132 1144
200 341,528 801 917 947 1132 1148
141 155,528 823 833 1132 1136 1148
155,1007 1039 1088 1132 1148 1175
283,497 591 662 951 1039 1132 1143 1170 1175
34 124,528 813 1132 1148
34,425 528 702 1132 1148
155 305,582 642 650 833 1132 1136 1143 1194
155,528 642 824 1132 1159
374,528 582 642 650 725 823 833 935 1132 1148
335,528 558 572 637 813 1132
344,497 662 951 1039 1088 1132 1175
155 167,508 527 528 642 823 1007 1102 1107 1132 1136 1148 1194
167,461 528 725 823 833 1007 1132 1148
155,528 672 686 725 823 1132
200,725 1132
214 233,528 582 642 650 982 1132 1148 1159
155,528 823 833 1107 1132 1144 1148
155,528 642 734 752 772 823 956 1132 1148 1159
133 155 214,461 752 759 772 956 982 1000 1039 1132
155,434 528 823 973 1132 1148
335,424 442 528 558 582 650 833 1132
335,424 425 558 637 1132 1144
155,1132
34 141,419 642 650 701 813 947 1026 1132 1136 1148 1159
389,473 508 528 632 662 702 732 813 823 855 917 1039 1132 1148 1170 1175
346,509 528 558 1132
214,537 558 732 813 868 924 1016 1124 1132 1179
133,707 813 947 1011 1132
133,805 807 1036 1039 1132
214 224,461 528 632 642 823 1062 1132 1148 1159
14,419 497 508 637 707 813 816 825 828 868 935 951 1006 1039 1102 1132 1175 1178
14 283,565 662 823 868 944 998 1102 1132 1159 1170
155,435 598 1132 1175
233,419 528 642 672 725 823 833 914 1132 1136 1148 1159
305,528 650 813 833 947 1148
344,425 528 1132
34,419 582 650 701 813 924 935 947 1026 1132 1136 1148 1159
34 214 224,528 558 642 650 1132
155,445 662 1007 1088 1132 1148
214,393 528 642 1019
34 141 214 308,419 582 642 650 701 813 935 947 1026 1132 1136 1148 1159
214,408 422 528 558 672 701 771 813 947 1102 1132 1136
335,510 558 637 646 1132
308,393 422 473 582 642 650 725 771 813 823 833 897 947 1019 1102
155,393 528 772 956 1132
34 308,413 442 558 642 701 935 1069 1132 1136 1179
34 141 214 308,528 650 935 1132 1136
184 214,473 528 833 1132
167,442 527 528 813 823 1007 1132 1136
99,662 750 951 1132
133,422 537 559 637 685 771 1011 1124 1196
261,393 528 582 672 725 752 964 1132
133,559 685 1039
311,422 425 473 492 528 566 572 637 650 672 771 794 804 805 813 951 1052 1067 1095 1194
34,425 528 1132 1148
374,528 582 642 650 725 823 833 935 1132 1148
357,425 528 637 833 935 947 1109 1132 1136 1148 1159
223,449 528 582 706 826 982 1132
40,413 449 467 521 582 752 1069 1132
40 208,633 1132
214 261,633 1132
155,1132
141,528 558 564 725 823 833 1132
77,442 461 672 982 1194
155 305,642 1132 1175 1194
141,528 813 823 833 1132 1184
200,422 637 642 656 764 1125
25 214 217,406 461 528 558 598 642 672 752 833 1047 1088 1132
25 124 214 217,598 672 752 772 947 956 1109 1132
23 32 64 124 217,393 473 528 557 637 672 752 917 1019 1132
54,393 408 409 582 752 771 924 1019 1107 1132 1159
141,408 425 528 537 573 633 637 947 1093 1124 1132
77,393 473 528 582 637 752 833 956 1019 1132
348,473 528 686 752 1132
64 80 214,393 473 528 772 833 956 1132
64,393 473 528 772 810 956 1132
64,393 528 955 1132
184 305,528 541 557 558 672 725 932 982 1019 1132 1143 1151
123,393 473 528 582 637 650 672 752 772 833 956 1019 1109 1132
77,393 473 528 582 752 810 833 956 982 1019 1132
214 332,528 549 558 725 752 833 1019 1132
64 155,393 473 528 772 956 1132
65 200 210,558 564 582 725 788 823 833 1109 1132 1199
64,393 473 528 582 752 771 982 1132
155,393 473 528 772 833 956 1132
155,528 650 752 772 813 956 1109 1132 1188
64 155,393 473 528 772 956 1132
305 341,393 395 396 521 528 672 752 768 772 810 917 956 1019 1047 1132
237,467 509 521 541 706 752 855 1052 1132
98 326,399 413 598 809 850 1069 1132 1175
40 208,461 528 752 810 917 1114 1132
5 214 341,395 396 521 528 558 582 637 736 752 765 772 956 1019 1045 1109 1132
5 214 341,528 558 582 736 772 949 956 1019 1109 1132
12,514 957 1194
12,559 665 685 838
12,404 445 558 559 564 637 665 685 771 838 874 1011 1067 1117
144,425 478 764 947 1093 1136 1159
13,528 530 560 764 767 925 947 985 1019 1136
113,425 813 823 876 1093 1119 1136 1150
359,494 528 537 617 823 1002 1124 1143
298,422 473 528 549 565 637 771 947 1054 1093 1102 1151 1184
305,393 473 672 765 833 1019
197,642 748 807 1036
99,393 473 528
210 335 341,393 442 473 528 537 637 672 752 833 956 1019 1107 1124
210,528 637 752 764 823 985 1102 1136
155 228,393 422 473 528 764 771 1102 1143
123,393 473 528 582 637 650 672 752 772 833 956 1019 1109 1132
100,422 549 560 637 717 764 1136 1159 1184
100,422 549 582 1136 1159 1184
41 50 184 305,407 408 422 449 473 528 565 672 768 833 1102
325,425 771 1084 1102 1151 1184
64,393 473 528 582 752 771 982 1132
155,445 1088
305 341,393 395 396 521 528 672 752 768 772 810 917 956 1019 1047 1132
23 214,394 592 748 826 924 947 982 1079 1102 1150
243,407 422 431 559 637 656 662 816 1054 1170
341,408 419 473 528 537 549 672 833 947 1093 1102 1124 1159
50 73 228 298 305 341 357,393 537 620 743 786 1019 1124
211,393 473 528 549 982 985 1067 1136 1144 1163
332,393 422 473 528 549 558 672 752 813 947 1159
298 341 357,419 482 528 657 752 810 818 854 1163
67 341,537 1124 1159
325,498 626 642 656 657 748 897 1056 1153 1159 1163 1170
359,393 422 425 473 537 565 582 637 650 662 672 813 823 833 1008 1102 1107 1124 1143 1194
283,422 582 662 764 850 924 1107
188,393 406 422 473 528 582 637 752 810 1019 1136
305 341,393 419 461 473 528 582 672 752 765 772 810 833 862 956 1026
210,393 434 473 528 582 752 772 833 850 956 973
171 184 323,406 407 461 768 802 1007 1125
171,409 413 422 473 528 637 650 656 668 764 771 823 1069 1102 1136 1170
214,393 528 558 772 956 1182
64,818 1017
50 298 305,393 408 473 528 537 672 1119 1124
184 305 357,422 425 473 528 582 1102 1151
210,409 477 528 549 582 725 833 1019 1136
128 211,572 661 758 764 813 947 1093
159 184 323,422 541 560 637 764 834 866 940 1019 1136 1182
358,406 505 528 558 637 672 725 764 833 1179
358,419 422 442 528 582 637 672 725 833
42 44,422 560 804 850 1136 1184
243,413 422 473 528 549 637 656 750 764 771 824 947 979 985 1069 1102
341,393 408 419 528 532 537 672 1124 1182
198 229 314 359,445 498 522 528 537 559 596 597 607 656 671 680 685 732 759 831 841 842 888 941 984 998 1039 1124 1144 1148 1196
99 284,400 422 431 596 656 689 771 789 808 825 831 941 992 1017 1196
190,528 565 572 637 650 771 813 1093 1096 1109 1148
341,450 473 528 935
211 248 335,425 449 458 813 873 951 1067 1096 1144
344,400 443 689 816 1017
335,425 449 528 637 646 650 764 813 947 1002 1067
5 341,537 671 1093 1119 1124
341,419 425 528 537 549 672 813 816 947 1002 1026 1124
283 344,445 449 473 497 591 825 951 1039 1093 1175
13 53 184 229,409 528 564 566 574 637 668 823 833 985 992 1002 1102 1109 1112 1136 1143 1170
90 190 335,407 528 565 572 637 650 671 813 1093 1096 1109
344,425 528 549 650 764 813 897 947 1151
344,425 528 559 607 608 689 897 947
341,419 442 509 528 672 776 788 790 850 862 947 1119 1150 1182 1199
211,409 422 429 457 582 637 650 788 1199
335,425 528 650 764 813 894 897 947 1119
293,422 637 748
211,513 549 574 612 759 771 813 1144 1150 1200
39,422 637 968 993 1080
261,404 411 822 968
184 305 357,422 425 473 528 582 1102 1151
190 225,419 528 572 637 646 672 722 790 813 941 947 951 1076 1109 1148 1188
200 341,393 626 764 1182 1188
223,637 705 722
353,812 1144
96,759 812 869
358,419 422 442 528 582 637 672 725 833
99,673 759 812 1036
5,748 1036 1144
161 211,528 549 560 572 759 813 882 947 985 1159
5,528 574 612 869 1036
99,528 549 673 826 1144
99,560 869 1144
23,425 528 549 560 673 826 869 882 1144
139 211 314,422 528 549 559 637 685 764 813 946 1099 1143
23,549 592 826 1144
341,477 549 560 787 869 938 970 980 1076
32 65,985 1159
155 305,912
344,425 528 549 650 764 813 897 947 1151
335,411
5,748 1036 1144
65,429 514 558 572 613 637 831 951
197 383,412 930
197,528 637 720
356,528
64 80 155,442 528 537 582 650 725 833 917 1107 1124 1132 1136 1194
64 155,442 488 528 537 582 650 725 833 917 1124 1132 1136 1194
64,442 488 528 537 582 650 823 833 917 1124 1136 1194
223,473 558 732 813
197,996
77,514 528 996 1047
223,996
247,445 564 599 685 838 996 1047
210,395 473 492 816 1017
305,473 564 581 810 944 947 982
139 314,488
139 314,422 637 764
314,519 558 564 734 824 1113
229,422 507 705 831 897 1170
50 341,408 528 549 551 672 823 1102 1159
264,477 549 558 560 564 633 637 642 720 748 787 833 845 951 1067 1144 1159 1184
211,425 549 558 636 813 947 1084 1150
229,425 813 947 1093 1182 1194
98,423 514 528 973
83 178,445 478 510 559 760 771 933 985 1094
34 211,425 947
264,759 951
229,746 882 951
229,434 473 478 498 656 705 926 973
377,808
229,705
339,572 577 659 882 951
349,642 672 748 759 990 1036 1144
229,428 659 705 882 941
53,528 748 813 947 1144 1188
99 197,748 1079 1144
248,1134
147,1134
298,413 434 449 637 656 659 732 748 813 829 831 941 947 951 973 1067 1069 1134 1136 1144 1159
223,1134
223,897 947 1134 1150
147 318,701 713 1134
139 211 314,422 528 549 559 637 685 764 813 946 1099 1143
133,419 638 826 898 1026
356,656 982 1062
252,434 973
141,434 473 528 565 637 813 833 888 917 924 944 973 1143 1159
289,393 434 771 808 825 973 985
133,419 638 826 898 1026
356,656 982 1062
356,1039 1088
372,688
83,704 833 985
50,407
293,411 510 637 771 813 831 947 1001 1011
185 341,637 813
32,514 688
213,537 574 577 612 629 759 787 869 1124 1144
200,514 688
335,425 528 637 688 1144
211,514 528 688
248,393 560 688
147,613 688
32,688 725
32,393 558 688 1074 1159
147,424 473 637 688 833 1159
193,833
147,424 473 613 637 833 1159
147,424 473 613 637 704 1159
147,393 424 425 473 613 637 833 1074 1159
284,393 406 613
83,395 396 521 556 558 564 725 967
193,413 475 898
83,406 748 807 898 1036 1144 1159
305,393 473 528
32,393 514 688 1019 1125 1159
200,688
83,406 473 528 656 662 688 813 860
100,443 869 917 1039 1113 1175
275,473 497 572 591 662 951 1039 1170
32,558 688
76,393 422 425 560 637 823 1109
147,424 473 637 688 833 1159
133,393 406 422 473 528 600 613 662 813 860 944
32,558 688 1159
32,424 473 558 564 613 637 833 1159
341,613 1036 1093
76,528 558 613 637 650 758 764 833 947 1159
32,393 424 528 533 688 764 833 1125
152 228,424 473 475 878
32,393 514 688 1019 1125 1159
197,582 650 720 833 876 982
